Site_ID,Sample_ID,Data_Source,Latitude_Degrees,Longitude_Degrees,Ocean_Name,Reef_ID,Realm_Name,Ecoregion_Name,Country_Name,State_Island_Province_Name,City_Town_Name,Site_Name,Distance_to_Shore,Exposure,Turbidity,Cyclone_Frequency,Date_Day,Date_Month,Date_Year,Depth_m,Substrate_Name,Percent_Cover,Bleaching_Level,Percent_Bleaching,ClimSST,Temperature_Kelvin,Temperature_Mean,Temperature_Minimum,Temperature_Maximum,Temperature_Kelvin_Standard_Deviation,Windspeed,SSTA,SSTA_Standard_Deviation,SSTA_Mean,SSTA_Minimum,SSTA_Maximum,SSTA_Frequency,SSTA_Frequency_Standard_Deviation,SSTA_FrequencyMax,SSTA_FrequencyMean,SSTA_DHW,SSTA_DHW_Standard_Deviation,SSTA_DHWMax,SSTA_DHWMean,TSA,TSA_Standard_Deviation,TSA_Minimum,TSA_Maximum,TSA_Mean,TSA_Frequency,TSA_Frequency_Standard_Deviation,TSA_FrequencyMax,TSA_FrequencyMean,TSA_DHW,TSA_DHW_Standard_Deviation,TSA_DHWMax,TSA_DHWMean,Date,Site_Comments,Sample_Comments,Bleaching_Comments,Reef_Regime
1809,10318870,Reef_Check,18.4933,-64.4603,Atlantic,64.27.37W.18.29.36N,Tropical Atlantic,Hispaniola Puerto Rico and Lesser Antilles,United Kingdom,British Virgin Islands,Dog Islands,nd,45.4,Sheltered,0.0577,60.25,21,5,2009,3.0,Nutrient Indicator Algae,0.0,0.0,0.0,300.4,300.38,300.19,296.39,303.94,1.22,5.0,0.31,0.72,0.0,-2.9,3.07,1,4.63,21,3,0,2.15,13.58,1.22,-1.33,1.22,-5.31,2.23,-1.51,1,0.94,4,0,0,0.7,4.26,0.24,5/21/2009,nd,nd,nd,Degraded
2078,10309808,Reef_Check,22.2558,114.3422,Pacific,114.20.53E.22.15.35N,Central Indo-Pacific,Hong Kong,China,Hong Kong,Sai Kung District,nd,352.81,Sheltered,0.2824,52.34,18,9,2003,2.0,Fleshy Seaweed,0.0,0.0,0.0,298.85,299.47,296.82,284.54,304.75,4.2,5.0,-1.39,1.3,0.0,-5.91,5.07,17,5.49,23,10,5.18,5.16,32.36,4.37,-2.4,4.2,-17.34,2.86,-5.05,2,1.47,7,1,3.51,1.23,10.62,0.39,9/18/2003,nd,nd,nd,Degraded
5599,10311165,Reef_Check,4.4447,118.7551,Pacific,118.45.309E.4.26.684N,Central Indo-Pacific,Sulu Sea,Malaysia,Sabah,Semporna,nd,879.97,Sheltered,0.0925,54.51,24,3,2014,10.0,Nutrient Indicator Algae,0.0,0.0,0.0,302.54,302.11,301.84,298.67,304.97,1.01,3.0,0.19,0.88,0.0,-3.01,3.39,10,4.94,29,6,1.42,2.85,16.71,2.24,-0.43,1.01,-3.86,2.42,-0.69,3,1.92,8,2,0,1.42,7.94,0.72,3/24/2014,nd,nd,nd,Degraded
5713,10307730,Reef_Check,6.0659,100.0434,Pacific,100.2.606E.6.3.951N,Central Indo-Pacific,Andaman Sea,Malaysia,Kedah,Pulau Payar,nd,44.79,Sheltered,0.1414,48.64,18,7,2016,3.0,Hard Coral,35.0,0.0,50.0,303.25,303.41,303.08,298.72,306.89,1.25,2.0,-0.14,0.96,0.0,-3.59,3.2,20,5.44,31,7,10.51,3.58,21.42,2.54,-0.9,1.25,-5.58,2.57,-1.22,9,2.49,12,1,9.18,1.84,19.31,0.61,7/18/2016,nd,nd,nd,Transitional
4579,10320019,Reef_Check,18.412,-76.9915,Atlantic,76.59.49198W.18.24.720N,Tropical Atlantic,Jamaica,Jamaica,St. Mary Parish,RioNuoya,nd,246.19,Exposed,0.0269,59.56,6,6,2013,10.0,Hard Coral,36.88,0.0,0.0,262.15,302.29,301.07,297.91,304.87,1.18,6.0,1.29,0.67,0.0,-2.89,3.32,1.67,2.87,13.33,2.33,0.34,1.6,10.23,0.9,-0.29,1.18,-4.66,2.28,-1.5,0.33,1.31,5.33,0,0,0.91,6.74,0.27,6/6/2013,nd,nd,nd,Transitional
4083,10313247,Reef_Check,-4.5053,129.8794,Pacific,129.52.46E.4.30.19S,Central Indo-Pacific,Banda Sea and Molucca Islands,Indonesia,Maluku,Central Maluku Regency,nd,45.54,Sheltered,0.032,47.04,9,5,2018,10.0,Nutrient Indicator Algae,0.0,0.0,1.75,299.8,301.99,301.35,296.92,306.32,1.54,5.0,0.24,0.89,0.0,-2.92,3.98,6,4.53,27,6,3.66,2.85,15.38,2.23,-0.69,1.54,-5.75,3.63,-1.32,2,2.18,9,2,2.08,1.82,10.89,0.84,5/9/2018,nd,nd,nd,Degraded
13786,10276307,FRRP,25.842,-80.0951,Atlantic,nd,Tropical Atlantic,Bahamas and Florida Keys,United States,Florida,Miami-Dade County,nd,2383.0,Exposed,0.0684,33.22,25,2,2016,13.4,nd,0.0,0.0,2.22,298.22,297.76,299.7,294.17,304.72,2.14,3.0,0.67,0.82,0.0,-3.42,2.87,19,4,19,5,6.63,2.08,9.45,1.6,-4.83,2.14,-8.42,2.11,-2.89,3,0.78,4,0,0,0.56,4.16,0.18,2/25/2016,nd,nd,nd,Degraded
4502,10325019,Donner,18.4566,-77.9542,Atlantic,nd,Tropical Atlantic,Jamaica,Jamaica,St. James Parish,Montego Bay,nd,376.83,Exposed,0.0343,58.72,15,8,2000,1.9,nd,0.0,0.0,0.0,302.45,301.64,301.13,297.98,305.63,1.13,6.0,-0.5,1,0.0,-3.37,4.1,6,3.17,13,2,0,1.84,12.93,0.9,-0.88,1.13,-4.53,3.1,-1.38,4,1.5,5,1,0,1.08,7.44,0.32,8/15/2000,nd,nd,nd,Degraded
9643,10309170,Reef_Check,12.2222,109.3014,Pacific,109.18.05E.12.13.20N,Central Indo-Pacific,South Vietnam,Vietnam,Khanh Hoa Province,Nha Trang,nd,84.97,Exposed,0.0992,49.59,22,8,2006,6.0,Nutrient Indicator Algae,0.0,0.0,0.0,301.57,302.89,299.94,294.17,304.73,1.93,5.0,1.59,1.1,0.0,-3.99,5.18,12,6.05,29,9,2.55,4.09,26.71,3.48,1.32,1.93,-7.39,3.15,-1.62,5,2.64,14,3,1.29,2.03,11.95,1.23,8/22/2006,nd,nd,nd,Degraded
8128,10327494,Donner,-7.9667,39.7833,Indian,nd,Western Indo-Pacific,Kenya and Tanzania coast,Tanzania,Pwani Region,Juani Island,nd,1601.49,Sheltered,0.035,40.96,15,5,1998,0.0,nd,0.0,0.0,75.0,300.04,302.17,300.28,296.1,304.98,1.57,6.0,1.16,1,0.0,-3.05,3.81,10,3.75,18,4,7.88,2.4,14.54,1.51,0.17,1.57,-5.9,2.98,-1.71,4,1.75,8,1,7.48,1.44,9.42,0.53,5/15/1998,"In the ""coral gardens"" of Kinasi Pass; 80-90% of hard coral have died.","In the ""coral gardens"" of Kinasi Pass; 80-90% of hard coral have died.",Bleaching percent averaged from code: Severe (>50% Bleached),Degraded
2016,10308037,Reef_Check,10.6263,103.297,Pacific,103.17.49.3E.10.37.34.8N,Central Indo-Pacific,Gulf of Thailand,Cambodia,Sihanoukville,Koh Koun,nd,119.15,Sheltered,0.1265,49.88,12,8,2009,4.0,Nutrient Indicator Algae,8.12,0.0,0.25,302.03,301.61,302.23,298.73,307.01,1.21,2.0,-0.01,0.98,0.0,-3.15,3.78,4,7.25,33,8,0,4.36,24.93,2.86,-2.02,1.21,-4.9,3.37,-1.39,0,2.14,9,1,0,1.7,14.59,0.5,8/12/2009,nd,nd,nd,Degraded
150,10313895,Reef_Check,-13.8015,146.5461,Pacific,146.32.763E.13.48.091S,Central Indo-Pacific,Coral Sea,Australia,Queensland,Coral Sea Islands Territory,nd,149777.99,Exposed,0.0644,69.56,14,3,2005,9.0,Nutrient Indicator Algae,0.0,0.0,0.5,300.68,299.89,299.95,295.38,305.5,1.7,5.0,-1.58,0.83,0.0,-3.37,3.56,2,6.01,29,5,0,3.04,18.8,1.8,-2.15,1.7,-6.67,3.44,-2.09,0,1.12,4,0,0,0.93,6.63,0.31,3/14/2005,nd,nd,nd,Degraded
3600,10321798,Reef_Check,-16.457,-151.7758,Pacific,NSMotuHaapiti,Eastern Indo-Pacific,Society Islands French Polynesia,French Polynesia,Society Islands,Bora Bora,nd,348.51,Sheltered,0.0272,48.84,19,12,2008,1.0,Nutrient Indicator Algae,5.62,0.0,0.75,301.66,301.88,300.84,297.58,304.29,1.07,4.0,0.67,0.7,0.0,-3.04,2.46,2,3.37,15,3,1.59,1.76,9.64,1.16,-0.09,1.07,-4.38,2.31,-1.12,0,1.41,6,1,0,0.94,6.77,0.33,12/19/2008,nd,nd,nd,Degraded
3778,10320747,Reef_Check,16.3153,-86.5906,Atlantic,86.35.26W.16.18.55N,Tropical Atlantic,Belize and west Caribbean,Honduras,Bay Islands,Sandy Bay,nd,56.93,Exposed,0.0348,47.9,19,12,2003,10.0,Hard Coral,38.75,0.0,0.5,262.15,300.66,301.1,297.91,305.24,1.21,10.0,0.4,0.79,0.0,-3.19,4.23,6.14,3.58,17.29,4.29,3.27,2.28,14.05,1.62,-1.76,1.21,-4.5,2.82,-1.31,1,1.56,7.71,1,1.16,1.39,11.84,0.57,12/19/2003,nd,nd,nd,Transitional
6462,10326519,Donner,19.967,-87.453,Atlantic,nd,Tropical Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Zamach,SMDR10,1260.9,Exposed,0.0447,36.82,15,11,2005,9.95,nd,0.0,0.0,61.5,262.15,299.85,300.81,297.32,305.36,1.28,6.0,-1.19,1,0.0,-3.8,4,8.5,2.94,13.75,2.5,4.39,1.86,11.69,1.09,-2.46,1.28,-4.97,3.04,-1.48,3.5,1.28,5.75,0.25,4.26,1.13,9.38,0.36,11/15/2005,nd,nd,nd,Degraded
15614,10319734,Reef_Check,5.7283,73.4171,Indian,73.25.1.36E.5.43.41.8N,Western Indo-Pacific,Maldive Islands,Maldives,Noonu Atoll,Maakanaafushi,Maakanaafushi Beyrun,524.0,Exposed,0.0476,41.88,29,8,2018,10.8,Hard Coral,21.88,0.0,0.0,301.8,302.04,301.73,298.16,304.95,0.93,4.0,0.77,0.75,0.0,-3.31,3.1,4,4.59,22,4,0,2.14,10.87,1.42,-0.77,0.93,-4.65,2.13,-1.07,0,1.75,8,1,0,1.11,7.89,0.37,8/29/2018,nd,nd,nd,Degraded
6178,10319790,Reef_Check,4.3178,73.5832,Indian,73.34.991E.4.19.068N,Western Indo-Pacific,Maldive Islands,Maldives,Male Atoll,Kaafu Atoll,nd,81.88,Sheltered,0.0,42.38,7,9,2001,6.0,Hard Coral,8.12,0.0,0.0,301.72,301.25,301.79,298.89,305.2,0.85,6.0,-0.31,0.72,0.0,-3.27,2.87,3,3.64,18,4,0,1.86,9.49,1.25,-1.45,0.85,-3.8,2.5,-0.9,0,1.5,6,0,0,1.01,7.47,0.29,9/7/2001,nd,nd,nd,Degraded
5508,10317864,Reef_Check,-13.4836,48.2394,Indian,48.14.22E.13.29.1.1S,Western Indo-Pacific,North Madagascar,Madagascar,Antsiranana Province,Nosy Tanikely,nd,145.2,Sheltered,0.0657,32.93,18,9,2011,10.0,Hard Coral,21.25,0.0,0.0,301.1,299.1,301.55,297.6,305.88,1.48,5.0,-0.73,0.72,0.0,-3.38,2.87,6,3.95,22,3,6.78,2.03,15.31,1.24,-4.1,1.48,-5.59,2.67,-1.64,1,1.67,8,1,0,1.08,9.5,0.4,9/18/2011,nd,nd,nd,Degraded
2964,10317393,Reef_Check,24.9433,34.9833,Red Sea,34.59.0E.24.56.36N,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,nd,2742.15,Sheltered,0.0361,47.58,19,9,2005,6.0,Hard Coral,35.0,0.0,0.0,300.49,301.6,298.62,292.77,304.82,2.57,4.0,-0.09,0.95,0.0,-3.21,3.53,8,7.47,37,7,3.01,4.09,24.48,2.45,-0.41,2.57,-9.23,2.8,-3.37,1,2.63,10,1,1,2.18,18.23,0.69,9/19/2005,nd,nd,nd,Transitional
3169,10324652,Donner,-16.9356,177.3593,Pacific,nd,Central Indo-Pacific,Fiji,Fiji,Yasawa Islands,Tavewa,Tavewa,81.45,Sheltered,0.0469,47.6,15,3,2005,0.0,nd,0.0,0.0,5.5,301.62,300.85,300.5,296.23,304.54,1.44,4.0,-1.18,1,0.0,-3.29,3.83,4,4.63,21,5,5.56,2.45,12.64,1.76,-1.23,1.44,-5.84,2.46,-1.57,3,1.46,7,1,4.18,1.04,7.7,0.42,3/15/2005,nd,nd,Bleaching percentage averaged from code: Mild (1-10% Bleached),Degraded
290,10314779,Reef_Check,-23.4438,151.9133,Pacific,151.9133E.23.4438S,Central Indo-Pacific,Southern Great Barrier Reef,Australia,Queensland,Heron Island,nd,54.69,Sheltered,0.0707,51.46,24,11,2015,2.0,Nutrient Indicator Algae,0.0,0.0,0.25,299.83,298.03,297.35,292.83,302.86,2.22,6.0,0,0.72,0.0,-4.33,2.9,9,3.98,19,3,1.1,2.65,17.68,1.33,-2.24,2.22,-7.44,2.58,-2.91,3,1.99,7,1,0,1.53,12.13,0.44,11/24/2015,nd,nd,nd,Degraded
12900,10275393,FRRP,24.708,-82.7852,Atlantic,nd,Tropical Atlantic,Bahamas and Florida Keys,United States,Florida,Monroe County,nd,11916.0,Exposed,0.06,47.43,2,9,2009,10.2,nd,0.0,0.0,10.71,301.11,304.01,299.27,291.51,305.33,2.94,4.0,1.18,0.99,0.0,-3.85,3.13,2,5.15,31,7,1.16,3.46,18.01,2.53,0.83,2.94,-11.67,2.14,-3.9,0,1.02,5,0,0,0.74,7.44,0.19,9/2/2009,nd,nd,nd,Degraded
9604,10308354,Reef_Check,9.9748,104.0168,Pacific,104.01682E.9.97478N,Central Indo-Pacific,Gulf of Thailand,Vietnam,Kien Giang,Phu Quoc,nd,57.71,Sheltered,0.0,49.85,27,10,2009,3.0,Hard Coral,25.0,0.0,0.0,301.32,301.98,302.0,297.82,306.07,1.26,3.0,0,0.91,0.0,-3.24,3.01,4,4.8,26,6,3.05,2.81,14.37,2.19,-1.64,1.26,-5.79,2.45,-1.61,0,1.35,6,1,0,1.01,7.21,0.34,10/27/2009,nd,nd,nd,Degraded
8696,10318958,Reef_Check,18.3385,-64.7857,Atlantic,64.47.142W.18.20.312N,Tropical Atlantic,Hispaniola Puerto Rico and Lesser Antilles,United States,US Virgin Islands,St John,nd,112.88,Sheltered,0.0,85.57,15,5,2002,5.0,Fleshy Seaweed,15.62,0.0,0.0,300.39,299.97,300.35,297.36,303.6,1.21,8.0,-0.17,0.71,0.0,-2.89,2.76,5,4.45,23,3,0,2.14,13.28,1.11,-1.93,1.21,-4.53,1.69,-1.54,1,1.22,6,0,0,0.81,8.53,0.22,5/15/2002,nd,nd,nd,Degraded
7761,10319359,Reef_Check,1.6988,7.4055,Atlantic,7.24.19.9E.1.41.55.6N,Tropical Atlantic,Gulf of Guinea to Sierra Leone,Sao Tome & Principe,Principe,Sundi,nd,148.55,Sometimes,0.0463,48.17,2,6,2017,7.5,Nutrient Indicator Algae,20.0,0.0,1.25,262.15,301.13,300.12,296.16,303.8,1.24,4.0,0.61,0.77,0.0,-3.43,2.81,11.6,3.53,16.4,3.8,7.39,2.04,11.24,1.3,-0.4,1.24,-5.38,2.26,-1.4,4.2,1.42,5.2,1,5.43,1.06,6.59,0.37,6/2/2017,nd,nd,nd,Degraded
9753,10309285,Reef_Check,12.6672,109.3842,Pacific,109.23.03E.12.40.02N,Central Indo-Pacific,South Vietnam,Vietnam,Khanh Hoa Province,Van Thanh,nd,327.65,Sheltered,0.0784,49.49,14,9,2006,2.0,Hard Coral,16.25,0.0,0.0,262.15,301.19,299.79,294.97,304.91,1.9,2.0,-0.16,1.02,0.0,-3.59,3.89,10,5.99,28.14,7.71,2.75,3.93,21.92,3.12,-0.18,1.9,-6.4,3.52,-1.58,6,3.16,14.86,3,2.58,2.37,16.79,1.18,9/14/2006,nd,nd,nd,Degraded
5261,10312316,Reef_Check,24.3402,123.6929,Pacific,123.41.34.53E.24.20.24.66N,Central Indo-Pacific,South Ryukyu Islands Japan,Japan,Okinawa,Yaeyama Islands,nd,787.87,Exposed,0.0308,77.61,29,7,2002,10.0,Fleshy Seaweed,0.0,0.0,0.0,302.18,302.66,299.24,293.73,305.41,2.38,6.0,0.31,0.93,0.0,-3.31,3.81,10,6.26,31,7,5.28,3.62,26.01,2.54,0.29,2.38,-8.63,3.03,-3.12,2,1.32,5,0,0,1.1,7.17,0.36,7/29/2002,nd,nd,nd,Degraded
15463,10310417,Reef_Check,-8.3372,116.0381,Pacific,116.2.17E.8.20.14S,Central Indo-Pacific,Lesser Sunda Islands and Savu Sea,Indonesia,West Nusa Tenggara,North Lombok Regency,Halik,188.76,Sheltered,0.0442,47.39,7,5,2019,6.8,Hard Coral,33.75,0.0,4.0,301.44,302.63,301.59,297.57,305.47,1.12,5.0,0.05,0.92,0.0,-3.28,3.52,1,5.23,30,6,2.14,3.45,21.08,2.41,0.03,1.12,-5.02,2.86,-1.0,1,1.75,8,1,2,1.29,8.01,0.65,5/7/2019,nd,nd,nd,Transitional
6403,10325679,Donner,18.707,-87.706,Atlantic,nd,Tropical Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,LL10,706.52,Sometimes,0.0273,49.1,15,11,2005,9.8,nd,0.0,0.0,48.5,262.15,299.99,300.88,297.62,304.6,1.2,7.0,-1.32,1,0.0,-3.78,3.48,10,2.97,14.5,2.5,6.63,1.61,9.38,0.86,-2.28,1.2,-4.64,2.32,-1.38,3.5,1.08,4.5,0,5.42,0.76,6.77,0.22,11/15/2005,nd,nd,nd,Degraded
8017,10311911,Reef_Check,22.6796,121.483,Pacific,121.28.58.68E.22.40.46.49N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Taitung County,Lyudao Township,nd,242.82,Exposed,0.0384,53.02,1,6,2014,10.0,Hard Coral,42.5,0.0,0.0,302.06,302.6,299.9,293.72,304.57,1.89,3.0,1.31,0.95,0.0,-4.22,3.05,5,5.03,26,7,0,3.09,18.75,2.56,0.51,1.89,-8.36,2.48,-2.18,4,1.53,7,1,0,1.11,8.63,0.38,6/1/2014,nd,nd,nd,Transitional
5618,10311290,Reef_Check,4.5818,118.9132,Pacific,118.54.795E.4.34.907N,Central Indo-Pacific,Sulu Sea,Malaysia,Sabah,Semporna,nd,140.32,Sheltered,0.0924,54.53,17,7,2017,6.0,Nutrient Indicator Algae,0.0,0.0,0.0,301.94,302.55,301.76,297.73,304.67,0.97,2.0,0.65,0.79,0.0,-2.81,2.8,8,3.71,18,4,2.4,2.22,18.7,1.51,0.01,0.97,-4.8,2.12,-0.77,3,1.49,7,1,1.07,0.98,8.76,0.42,7/17/2017,nd,nd,nd,Degraded
2138,10309687,Reef_Check,22.3851,114.2942,Pacific,114.17.65E.22.23.105N,Central Indo-Pacific,Hong Kong,China,Hong Kong,Sai Kung District,nd,338.46,Sheltered,0.2188,52.89,12,9,2004,3.0,Hard Coral,32.5,0.0,0.0,262.15,300.26,297.04,285.96,305.96,4.01,4.0,-0.8,1.77,0.0,-7.31,8.22,13.33,8.27,35.67,12.67,13.12,9.34,55.38,6.73,-1.29,4.01,-15.58,4.39,-4.51,4.67,4.03,19.67,2.33,8,4.01,28.53,1.41,9/12/2004,nd,nd,nd,Transitional
774,10322801,Donner,-18.69,147.1,Pacific,nd,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Lodestone Reef,Lodestone,43458.69,Sheltered,0.0546,43.31,15,4,1998,0.0,nd,0.0,0.0,26.62,298.65,301.13,299.18,293.47,304.75,2.19,4.0,1.34,1,0.0,-3.15,2.77,6,5.71,32,6,8.08,3.04,16.47,1.96,-0.93,2.19,-8.59,2.69,-2.87,3,1.35,7,1,4.31,1.1,10.23,0.35,4/15/1998,nd,nd,nd,Degraded
999817,10330148,AGRRA,21.8536,-81.2844,Atlantic,nd,Tropical Atlantic,Cuba and Cayman Islands,Cuba,Matanzas,nd,Medanos Vizcainos 4 (profundo),18844.71,Exposed,0.0478,55.4,16,3,2001,13.0,nd,0.0,0.0,0.0,300.17,298.92,301.18,296.52,306.95,1.91,5.0,-0.41,0.77,0.0,-3.47,3.4,1,4.07,23,4,0,2.14,10.99,1.43,-4.75,1.91,-7.14,3.27,-2.48,0,1,4,0,0,0.88,6.65,0.28,3/16/2001,nd,nd,nd,Degraded
1043,10315107,Reef_Check,-26.8028,153.1428,Pacific,153.8.34E.26.48.10S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,Sunshine Coast,nd,278.13,Exposed,0.1074,49.09,26,3,2011,3.0,Nutrient Indicator Algae,16.88,0.0,0.0,296.65,299.15,296.27,291.1,301.95,2.4,7.0,0.46,0.72,0.0,-2.5,3.57,10,4.87,25,3,2.36,2.77,21.53,1.31,-0.34,2.4,-8.38,2.46,-3.21,2,1,3,0,2.28,0.71,4.17,0.21,3/26/2011,nd,nd,nd,Degraded
2006,10308030,Reef_Check,10.6231,103.2949,Pacific,103.17.41.57E.10.37.23.01N,Central Indo-Pacific,Gulf of Thailand,Cambodia,Sihanoukville,Koh Rong Sanloem,nd,57.01,Sheltered,0.1002,49.88,10,3,2009,5.0,Hard Coral,11.25,0.0,27.5,303.42,303.34,302.23,298.73,307.01,1.21,3.0,1.09,0.98,0.0,-3.15,3.78,0,7.25,33,8,0,4.36,24.93,2.86,-0.29,1.21,-4.9,3.37,-1.39,0,2.14,9,1,0,1.7,14.59,0.5,3/10/2009,nd,nd,nd,Degraded
15444,10311510,Reef_Check,-8.5444,119.6462,Pacific,119.38.774E.8.32.663S,Central Indo-Pacific,Lesser Sunda Islands and Savu Sea,Indonesia,East Nusa Tenggara,West Manggarai Regency,Mawan (Sector 1),383.12,Sheltered,0.0,44.88,16,3,2020,9.0,Hard Coral,17.5,0.0,0.0,nd,nd,0.0,0.0,0.0,nd,0.0,nd,nd,0.0,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.0,nd,nd,nd,nd,nd,nd,nd,nd,3/16/2020,nd,nd,nd,Degraded
7223,10327320,Donner,9.87,122.37,Pacific,nd,Central Indo-Pacific,South-east Philippines,Philippines,Western Visayas,Negros Occidental,nd,427.77,Exposed,0.0479,44.26,15,8,1998,12.5,nd,0.0,0.0,95.0,262.15,301.93,301.54,297.6,304.69,1.2,3.0,0.09,1,0.0,-3,2.8,9.5,4.97,23,5.25,13.03,3.14,20.36,1.88,-0.72,1.2,-5.05,2.03,-1.1,6,2.64,11.75,1.25,8.08,1.58,12.39,0.53,8/15/1998,Bleaching occurred over  August and September 1998. Corals were affected to a depth of 18m. Percentage of bleached corals was seen to range from 35 to 90% between 0 and 25m depth around the whole island. The reduction in percent corals bleached at all dep,Bleaching occurred over  August and September 1998. Corals were affected to a depth of 18m. Percentage of bleached corals was seen to range from 35 to 90% between 0 and 25m depth around the whole island. The reduction in percent corals bleached at all dep,nd,Degraded
5751,10310669,Reef_Check,6.9648,117.3021,Pacific,117.18.7.4E.6.57.53.3N,Central Indo-Pacific,Sulu Sea,Malaysia,Sabah,Malawali Island,nd,5070.71,Sheltered,0.0,54.15,15,7,2009,5.0,Hard Coral,71.88,0.0,0.0,302.85,303.63,302.16,297.9,305.58,1.21,3.0,0.64,0.87,0.0,-3.46,2.91,19,4.01,19,5,8.32,2.48,13.15,1.93,0.51,1.21,-5.21,2.46,-0.95,5,1.96,8,2,7.12,1.44,7.64,0.67,7/15/2009,nd,nd,nd,Healthy_Coral
6434,10326219,Donner,20.015,-87.4648,Atlantic,nd,Tropical Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,1227.32,Exposed,0.0409,46.93,15,11,2005,4.6,nd,0.0,0.0,30.5,300.01,300.45,300.76,296.42,306.32,1.34,6.0,-0.57,1,0.0,-4.72,6.02,8,2.51,11,3,3.67,2.74,21.42,1.53,-1.78,1.34,-5.8,4.08,-1.46,4,1.69,8,1,3.63,2.06,19.71,0.68,11/15/2005,Number of colonies observed: 3 ; Number of bleached colonies: 1,Number of colonies observed: 3 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Moderate (11-50% Bleached),Degraded
9076,10328405,Donner,17.9353,-67.0172,Atlantic,nd,Tropical Atlantic,Hispaniola Puerto Rico and Lesser Antilles,United States,Puerto Rico,Lajas,nd,102.64,Exposed,0.0816,59.79,15,9,1999,0.0,nd,0.0,0.0,5.5,302.19,302.38,300.76,296.39,304.94,1.14,3.0,0.25,1,0.0,-3.1,2.8,6,4.3,26,2,3.23,2.04,16.89,0.9,0.17,1.14,-5.81,2.73,-1.44,0,1.1,4,0,0,0.71,4.72,0.19,9/15/1999,minor bleaching,minor bleaching,Bleaching percentage averaged from code: Mild (1-10% Bleached),Degraded
13618,10276129,FRRP,25.5264,-80.1199,Atlantic,nd,Tropical Atlantic,Bahamas and Florida Keys,United States,Florida,Miami-Dade County,nd,5169.0,Exposed,0.0502,57.93,3,9,2015,7.3,nd,0.0,0.0,31.48,300.78,304.11,299.8,294.39,305.02,2.36,2.0,1.45,0.88,0.0,-4.18,2.71,18,4.43,22,6,6.65,2.43,11.1,2.01,1.07,2.36,-8.63,1.99,-3.22,3,1.1,5,0,4.31,0.78,6.05,0.21,9/3/2015,nd,nd,nd,Degraded
5960,10321750,Reef_Check,4.5772,118.9472,Pacific,NSMatakingHouseReef,Central Indo-Pacific,Sulu Sea,Malaysia,Sabah,Semporna,nd,22.36,Sheltered,0.07,54.59,9,3,2008,5.0,Hard Coral,4.38,0.0,0.0,302.36,300.79,301.74,298.47,305.2,0.96,3.0,-0.72,0.78,0.0,-2.72,3.18,4,3.92,21,4,1.17,2.41,20.64,1.47,-1.78,0.96,-4.09,2.62,-0.82,1,1.57,7,1,0,1.04,9.47,0.4,3/9/2008,nd,nd,nd,Degraded
7792,10317362,Reef_Check,29.354,34.9558,Red Sea,34.57.20.99E.29.21.14.5N,Western Indo-Pacific,North and central Red Sea,Saudi Arabia,Al Jowf,Haql,nd,66.17,Sheltered,0.0302,47.98,27,12,2008,10.0,Nutrient Indicator Algae,0.0,0.0,0.0,262.15,295.59,296.66,291.63,303.14,2.18,3.0,0.13,0.91,0.0,-3.39,5.99,4.67,6.77,29.67,5.33,0,4.24,29.58,2.17,-4.03,2.18,-7.98,3.51,-2.95,2,2.3,11,1,0,1.81,13.71,0.59,12/27/2008,nd,nd,nd,Degraded
3713,10320718,Reef_Check,15.9379,-86.5231,Atlantic,86.31.23W.15.56.16.6N,Tropical Atlantic,Belize and west Caribbean,Honduras,Bay Islands,Cayos Cochinos,nd,2603.48,Sheltered,0.0787,49.45,28,3,2011,12.0,Nutrient Indicator Algae,6.88,0.0,0.5,301.34,300.64,301.21,297.63,305.55,1.31,6.0,-0.15,0.88,0.0,-3.23,3.47,17,5.05,23,6,0,3,17.42,2.12,-2.04,1.31,-5.04,2.86,-1.46,6,2.18,8,1,0,1.7,9.1,0.65,3/28/2011,nd,nd,nd,Degraded
6114,10310674,Reef_Check,7.0835,117.0385,Pacific,117.2.312E.7.5.012N,Central Indo-Pacific,Sulu Sea,Malaysia,Sabah,Maliangin Besar Island,nd,317.88,Sheltered,0.0692,54.04,27,4,2017,4.5,Nutrient Indicator Algae,0.62,0.0,3.25,303.19,302.86,302.07,297.73,305.48,1.26,3.0,0.3,0.82,0.0,-3.16,2.86,10,3.85,17,5,0,2.45,18.31,1.74,-0.33,1.26,-5.46,2.28,-1.11,3,1.96,11,1,0,1.35,11.64,0.53,4/27/2017,nd,nd,nd,Degraded
